City,census_name,State,state_full,fips_code,Country,uuid,Year,Community Survey - Network,Community Survey - Awareness,Community Survey - Safety,Community Survey - Ridership,Community Score - Total,"Community Score - Total, Rounded",Community Survey - Responses,BNA - neighborhoods,BNA - opportunity_employment,BNA - opportunity_k12_education,BNA - opportunity_technical_vocational_college,BNA - opportunity_higher_education,BNA - opportunity,BNA - essential_services_doctors,BNA - essential_services_dentists,BNA - essential_services_hospitals,BNA - essential_services_pharmacies,BNA - essential_services_grocery,BNA - essential_services_social_services,BNA - essential_services,BNA - retail,BNA - recreation_parks,BNA - recreation_trails,BNA - recreation_community_centers,BNA - recreation,BNA - transit,BNA - overall_score,total_low_stress_miles,total_high_stress_miles,city_ratings_total,city_ratings_rounded,population,rank_country,pop_size,rank_country_size,rank_state_size,speed_limit,region,latitude,longitude
McLean,McLean CDP,VA,Virginia,5148376,United States,1ad5dfa9-5448-4b39-93e6-7e071d36f8a0,2021,46.794,27.436,40.866,64.904,45,45,26,27.8,17.68,43.27,0,4.71,24.75,4.71,8.17,0,20.01,21.83,21.67,15.59,3.09,62.46,28.46,17.37,39.29,1.22,18.78,474.7,140.3,24.024,24,47682,384,small,164,15,25,South,38.9435449,-77.1929134
LaGrange,LaGrange city,GA,Georgia,1344340,United States,1a97de64-d16e-4640-878b-59daf321172b,2021,36.16,45.416,43.974,56.102,45.413,45,56,20.54,11.86,10.64,7.8,0,8.66,1.3,0.02,11.19,0,15.34,0,8.45,8.75,6.21,0,0,6.21,0,10.29,5,512.7,17.3146,17,30400,538,small,238,7,30,South,33.02698,-85.0382613
Manchester,Manchester town,CT,Connecticut,944700,United States,1a618d94-a81f-41f7-bfeb-b59a77b14cb2,2021,50.288,48.19,43.318,72.988,53.696,54,29,23.14,16.31,37.5,3.32,0,23.96,18.6,24.38,5.66,27.08,26.58,5.92,17.53,17.67,48.56,2.89,19.08,25.21,0,21.41,218.7,67.9,27.8672,28,57805,300,medium,132,1,25,New England,41.7752402,-72.524434
Long Beach,Long Beach city,CA,California,643000,United States,1a4b6b31-8f87-408e-98b4-f56aff8ec78a,2021,57.974,49.412,48.336,59.772,53.8735,54,139,30.1,20.34,53.43,10.4,20.3,30.92,18.71,12,13.5,17.93,33.03,31.16,22.37,29.28,52.51,29.32,9.72,33.7,13.86,26.7,1358.4,523.3,32.1347,32,466776,211,large,30,6,25,Pacific,33.7780802,-118.1671033
Columbus,Columbus city,IN,Indiana,1814734,United States,19fcf269-b50e-4897-8db3-942c59375af1,2021,59.078,48.468,41.158,63.77,53.1185,53,123,18.27,13.33,3.19,0,28.64,12.79,7.13,2.92,17.84,1.46,8.1,16.87,9.99,7.32,19.33,31.94,0,25.21,3.73,12.74,179.8,522.6,20.8157,21,48150,455,small,202,1,30,Midwest,39.2089404,-85.9180962
Lansing,Lansing city,MI,Michigan,2646000,United States,19c56b15-e6ab-4184-afdc-21b2949dd036,2021,51.754,41.622,46.118,74.758,53.563,54,95,34.46,22.04,49.68,14.25,5.34,27.6,14.28,22.78,11.22,25.84,35.58,28.79,23.18,51.01,66.27,44.34,27.88,49,6.5,31.3,799.7,239,35.7526,36,117159,168,medium,72,3,25,Midwest,42.7143412,-84.5608887
Hobart,,TAS,Tasmania,,Australia,18a303ce-b393-49f8-a98f-1d1875329e14,2021,35.44,46.6,44.4,79,51.4,51,75,23.3,,39.53,10.18,24.13,30.51,22.47,7.06,16.22,15.67,38.33,26.86,23.62,28.2,65.26,10.14,13.37,33,13.25,25,209.1,366,30.672,31,50439,27,medium,17,1,31,Australia,-42.8826,147.3257
Duluth,Duluth city,GA,Georgia,1324600,United States,189ce81c-89d6-479f-9df7-5e6905231bf3,2021,41.162,24.444,49.622,71.022,46.5625,47,33,19.34,19.28,11.71,0,0,15.5,10.97,0,0,13.68,32.95,0,16.86,0,31.51,22.54,0,20.49,0,17.78,14.3,235.6,23.5365,24,29370,397,small,174,2,30,South,34.0015167,-84.1504638
Abbotsford,,AB,British Columbia,,Canada,189505be-8eca-45f5-89cc-15df207d92bb,2021,43.77,38.4,42.6,70.4,48.82,49,95,33.83,,57.34,35.03,16.75,41.82,44.01,44.09,19.45,43.48,40.37,51.47,39.26,59.04,72.9,23.26,22.33,42.88,21.72,40,390.5,1098.3,41.636,42,141397,19,medium,11,2,31,Canada,49.0504,-122.3045
Closter,,NJ,New Jersey,3413810,United States,1882ef3a-803b-43b9-936f-e8c178d7b48b,2021,0,0,0,0,0,0,0,25.98,29.32,28.52,0,0,28.92,0.02,0,0,0,40.87,0,10.22,64.32,31.15,70.54,0,49.53,0,28.8,74.6,18.5,28.8,29,8565,276,small,122,4,25,Mid-Atlantic,40.9728898,-73.9603147
Omaha,Omaha city,NE,Nebraska,3137000,United States,185339d3-c369-4d8f-8ad6-df4956d8b252,2021,41.508,40.992,44.408,72.278,49.7965,50,209,38.7,25.91,57.88,13.33,25.78,35.82,35.56,23.72,18.57,26.43,37.22,24.51,28.82,23.82,65.05,45.94,28.36,49.19,8.73,30.99,3417.5,1127.2,34.7513,35,475862,180,large,23,1,25,Midwest,41.2617475,-96.0471419
Los Angeles,Los Angeles city,CA,California,644000,United States,18360b8b-5171-4a3d-8789-b34cb0315fcc,2021,49.282,46.814,48.162,75.196,54.8635,55,510,31.41,24.85,51.67,14.8,18.33,31.93,19.1,22.44,20.65,22.02,35.02,33.42,26.16,28.24,43.23,19.77,18.12,28.74,19.22,27.76,11125.2,4213.2,33.1807,33,3966936,201,large,29,5,25,Pacific,34.0193936,-118.4108248
Winnipeg,,MB,Manitoba,,Canada,17b6c6f9-4f6a-4a59-ae5b-670ec984538d,2021,41.34,57.8,44.8,83.6,56.85,57,177,23.48,,51.51,15.15,16.44,35.54,16.94,18.37,10.92,20.41,34.42,15.36,20.36,48.58,67.72,19.2,19.77,38.75,19.55,31,846.9,3657.6,35.954,36,705244,31,large,10,1,31,Canada,49.8951,-97.1384
Troy,Troy city,OH,Ohio,3977588,United States,175bc157-47b5-4acc-b3a4-48b81b49e74f,2021,52.42,48.736,39.314,59.544,50.0035,50,31,58.84,44.22,50.52,0,46.27,47.13,0,0,3.31,41.57,37.91,0,25.99,0,49.23,57.29,0,52.99,0,44.86,238.4,51.8,45.8887,46,25961,63,small,37,2,25,Midwest,40.0438905,-84.2195301
Meriden,Meriden city,CT,Connecticut,946450,United States,16eea2d9-6e41-42a4-926d-d567d602f907,2021,39.506,23.828,44.212,59.26,41.7015,42,27,19.86,16,32.1,0,0,24.05,0.48,6.29,2.36,8.56,4.69,12.5,5.1,7.95,27.7,25.35,0,26.6,4.74,14.7,378.5,158.1,20.1003,20,59676,471,medium,209,7,25,New England,41.5367771,-72.7945433
Towson,Towson CDP,MD,Maryland,2478425,United States,1694bedd-a1ab-42e2-a7ae-4d7ab4536db7,2021,38.096,29.974,44.346,71.13,45.8865,46,63,11.35,10.56,27.31,4.25,24.34,18.55,11.35,0.86,9.77,11.68,16.3,9.92,11.04,26.84,44.07,0,0.53,27.32,0.58,15.83,114.7,315.1,21.8413,22,57817,429,medium,190,5,30,Mid-Atlantic,39.39421,-76.6177512
Zwolle,,OV,Overijssel,,Netherlands,166320f3-240a-4dd3-98a6-929b11924687,2021,74.78,48.4,31.2,90.4,61.18,61,77,93.96,,95.91,93.45,95.73,95.49,96.25,95.85,83.15,93.81,97.54,96.97,93.78,89.95,95.75,92.06,92.22,93.58,91.27,93.17,843.6,353.7,86.772,87,127497,,medium,,,,Europe,52.5168,6.083
Lake Oswego,,OR,Oregon,4140550,United States,16314526-0b69-4de9-9708-aee8af263487,2021,0,0,0,0,0,0,0,17.4,13.22,30.9,13.84,6.81,18.19,22.09,20.29,0,1.3,17.35,20.42,13.98,24.71,51.9,0,9.76,35.69,14.38,20.26,274.1,86.4,20.26,20,39127,470,small,208,4,25,Pacific,45.4123049,-122.6991542
New Orleans,New Orleans city,LA,Louisiana,2255000,United States,158364fa-311d-4ed4-9b7a-a5e9ba285772,2021,54.32,49.908,50.138,67.546,55.478,55,135,44.85,32.55,58.65,24.24,38.83,42.11,30.86,11,33.35,32.2,42.93,40.54,33.98,15.62,55.58,52.73,25.31,47.02,20.1,34.36,2411,731.1,38.5836,39,390845,124,large,16,1,25,South,30.0534195,-89.9345018
Paducah,Paducah city,KY,Kentucky,2158620,United States,15755b89-cf22-45e8-89a8-cfdb069d0556,2021,52.678,68.542,41.294,81.548,61.0155,61,28,12.61,8.27,14.28,3.55,0,10.31,2.17,2.23,4.08,7.05,11.71,0,6.01,9.77,13.89,17.26,0,15.46,0,10.52,58.8,561.5,20.6191,21,59536,462,medium,204,2,35,South,37.7571718,-87.1173984
Oklahoma City,Oklahoma City city,OK,Oklahoma,4055000,United States,152f4885-7012-4e10-8672-5aa7a56f368e,2021,38.95,51.182,45.006,72.146,51.821,52,184,29.91,20.06,32.42,5.51,11.89,21.3,13.13,13.16,12.07,12.71,17.94,24.37,15.77,21.69,40.99,27.52,9.47,28.4,6.15,20.34,6518.5,2776.2,26.6362,27,643692,329,large,41,1,25,South,35.4670795,-97.5136565
Roanoke,Roanoke city,VA,Virginia,5168000,United States,152d12d5-9655-4c8d-83b6-b37b3cc6484f,2021,54.028,53.612,43.152,73.464,56.064,56,209,27.73,14.91,40.82,13.33,0,20.84,5.84,0,18.25,3.98,19.91,9.03,11.55,11.38,38.39,34.85,31.68,35.47,0.37,17.72,907.8,299.6,25.3888,25,99229,355,medium,161,10,25,South,37.278458,-79.9581739
Elmhurst,Elmhurst city,IL,Illinois,1723620,United States,14c147c1-9d11-490f-a53b-51acf463ff70,2021,64.744,36.682,40.746,68.75,52.7305,53,52,4.94,3.49,9.42,0,6.43,6.45,0,1.48,3.72,1.61,5.05,2.49,2.69,16.7,17.9,2.08,7.39,9.74,0.57,6.62,20.3,338.8,15.8421,16,46463,583,small,258,11,30,Midwest,41.8970138,-87.9436567
Melbourne,,VIC,Victoria,,Australia,1493a8e9-3ada-4fa0-a5c3-dda2b039e889,2021,52.73,50,47.4,82.2,58.09,58,107,24.82,,47.97,45.51,41.56,45.68,52.27,41.26,35.05,57.28,70.58,36.55,50.45,55.17,67.28,40.95,34.48,49.86,55.5,47,278.1,291.2,49.242,49,135959,3,medium,2,1,31,Australia,-37.8136,144.9631
Annapolis,Annapolis city,MD,Maryland,2401600,United States,146578e5-f93f-4d8f-b6d3-ef55379b5299,2021,41.666,48.066,41.308,70.33,50.3425,50,87,10.08,5.53,21.71,0,2.5,11.15,1.67,2.76,0,1.44,12.04,3.21,4.25,6.61,13.69,0,9.36,12.02,0,8.69,13.1,231.1,17.0205,17,39278,545,small,242,7,30,Mid-Atlantic,38.9721517,-76.5053318
Hagerstown,Hagerstown city,MD,Maryland,2436075,United States,145e511d-7340-48c3-b628-5004e3fc304d,2021,39.864,44.954,46.79,65.99,49.3995,49,37,9.61,6.85,10.42,0,0.27,6.78,0.42,1.78,6.91,2.67,5.73,4.78,4.06,3.22,16.3,0,3.57,11.4,0.47,5.87,46.7,225,14.5759,15,40152,611,small,273,9,30,Mid-Atlantic,39.6397848,-77.7214698
Venice,Venice city,FL,Florida,1273900,United States,1442b141-335a-48eb-a695-acf4b7b49cd8,2021,60.102,46.186,39.584,71.59,54.3655,54,33,19.85,16.85,9.62,0,0,13.24,3.92,0,15.65,13.33,10.84,8.1,10.19,0,21.74,5.45,11.77,13.55,5.04,10.45,85.9,294.1,19.2331,19,23086,493,small,218,8,30,South,27.1170081,-82.4152584
Worcester,Worcester city,MA,Massachusetts,2582000,United States,13d75f93-cb2d-468e-ac00-6b97d72c24bc,2021,36.28,26.088,50.99,69.716,45.7685,46,82,7.15,4.44,15.51,2.79,14.41,10.14,2,2.5,4.75,2.92,6.6,2.4,3.9,3.38,24.42,2.6,0.33,10.76,0.02,6,72.5,1085.8,13.9537,14,185143,620,medium,275,4,30,New England,42.2694781,-71.8077831
Cary,Cary town,NC,North Carolina,3710740,United States,13b6c558-efbf-431b-bc04-bd7b1f3616c6,2021,54.316,55.23,43.416,70.536,55.8745,56,112,35.45,27.42,40.7,16.74,2.7,26.06,29.07,31.04,15.45,32.19,48.19,27.44,31.39,40.41,60.99,56.28,20.09,49.12,16.87,32.77,1432.2,315.9,37.3909,37,166268,146,medium,60,1,25,South,35.7808781,-78.813274
Hammond,Hammond city,IN,Indiana,1831000,United States,137e8095-7e73-4220-873c-00de22ac152f,2021,54.248,47.908,41.912,70.956,53.756,54,51,5.47,2.84,8.88,5.44,5.06,5.66,0.96,1.14,0.93,0.64,2.15,0,1.09,0.62,10.72,7.12,1.19,7.08,0.7,3.43,60.7,596.1,13.4952,13,76547,628,medium,280,6,30,Midwest,41.6216378,-87.4938102
Lawrence,Lawrence city,KS,Kansas,2038900,United States,13392721-c244-498f-998f-f112b0c82fa4,2021,56.104,53.862,42.782,71.596,56.086,56,71,47.36,39.7,57.06,0,53.12,49.43,42.17,38.32,34.71,13.53,54.19,55.84,42.48,38.5,68.81,53.51,21.42,51.61,6.56,39.99,705.5,194.5,43.2092,43,96369,78,medium,25,1,25,Midwest,38.9600294,-95.26293
Orem,Orem city,UT,Utah,4957300,United States,12fcb6a6-4daa-4bbe-810f-9a764ccdc26b,2021,49.004,35.684,43.47,79.322,51.87,52,67,33.43,25.78,49.96,21.19,21.89,33.01,29.19,19.85,29.24,26.82,22.88,29.77,26.54,47.44,60.63,34.97,20.94,41.73,13.03,32.25,489,147.4,36.174,36,96725,162,medium,69,3,25,Mountain,40.298307,-111.6992831
Bergen,,VES,Vestland,,Norway,12b5213c-290c-42ad-8ab4-76b8cd2c85f5,2021,45.83,42.6,33,76.2,49.42,49,106,34.74,,49.85,31.96,28.12,40.65,42.34,41.73,22.55,34.76,65.95,30.41,41.68,24.56,62.98,46.2,11.95,44.35,20.68,35.12,2634.1,654.3,37.98,38,285601,,medium,,,,Europe,60.3913,5.3221
Savannah,Savannah city,GA,Georgia,1369000,United States,12b09a31-96ca-4748-bd9c-3c27e7bf27f5,2021,51.98,40.468,43.906,69.218,51.393,51,80,12.69,8.19,14.13,3.85,6.63,9.52,2.12,7.26,5.79,2.09,6.26,0.57,4.17,7.98,11.12,0,1.73,7.51,1.85,7.24,101.4,1474.5,16.0706,16,145403,567,medium,250,5,30,South,32.0418616,-81.0512699
Morristown,Morristown town,NJ,New Jersey,3448300,United States,1256a322-7056-4656-a251-20c6a3aafb92,2021,50.814,45.814,42.378,70.326,52.333,52,41,25.61,21.81,54.62,1.06,60.38,38.93,22.54,19.97,21.46,23.19,23.8,0,19.07,1.09,64.25,0,15.52,45.51,11.82,24.2,66.9,27.1,29.8266,30,18909,256,small,111,3,25,Mid-Atlantic,40.7965621,-74.4773184
New Haven,New Haven city,CT,Connecticut,952000,United States,11f6be82-fc57-4d09-b4ec-71a2cca386d8,2021,57.114,54.268,46.494,69.512,56.847,57,82,18.17,10.95,46.45,11.1,34.26,28.05,21.23,9.94,16.38,20.61,21.93,14.33,18.21,8.43,58.71,7.83,0.76,26.41,3.94,17.79,375.3,243.6,25.6014,26,130331,353,medium,159,2,25,New England,41.3108088,-72.924953
Clarksville,Clarksville city,TN,Tennessee,4715160,United States,117a7623-cd7b-49f5-9bb1-3b62c90bc399,2021,30.086,27.478,46.672,62.77,41.7515,42,77,37.5,27,23.06,11.82,26.07,23.92,12.48,25.64,31.22,15.38,18.87,0,20.66,32.59,28.67,28.49,6.22,22.99,0.44,22.94,1410.5,326.4,26.7023,27,152934,325,medium,147,5,25,South,36.5664303,-87.3452162
Henderson,Henderson city,NV,Nevada,3231900,United States,1157d933-2818-45d5-8543-7200e9fb1e18,2021,48.81,49.724,45.536,70.572,53.6605,54,112,27.59,21.26,31.19,16.46,0,20,5.3,8.94,7.96,14.53,20.78,16.35,12.65,36.78,46.51,33.3,9.59,32.66,0,24.81,2488.9,530.4,30.5801,31,300116,241,large,33,1,25,Mountain,36.0101606,-115.0357468
Folsom,Folsom city,CA,California,624638,United States,11539307-189d-4a18-bc17-3fb3961cf532,2021,61.724,65.24,42.796,81.532,62.823,63,59,38.52,32.82,49.11,0,27.29,37.93,23.36,1.04,38.16,13.82,37.76,8.32,24.48,45.45,67.13,50.22,21.07,49.7,17.59,35.17,660.7,171,40.7006,41,78159,97,medium,37,7,25,Pacific,38.6665966,-121.1416355
Quincy,Quincy city,IL,Illinois,1762367,United States,11252f5a-5b1d-4869-855c-013ddefef43e,2021,42.308,44.808,42.308,65.866,48.8225,49,26,8.68,6.93,8.82,9.68,0,8.1,14.62,0,1.11,0,4.4,10.27,7.23,7.88,15.01,14.02,0,14.55,0.37,7.79,23.8,431.4,15.9965,16,40280,574,small,254,10,30,Midwest,39.9336751,-91.379304
Brielle,,NJ,New Jersey,3407750,United States,1072b6ed-4876-4b22-9bd7-051cdf7e9476,2021,0,0,0,0,0,0,0,13.53,10,4.75,0,0,7.38,0,8.8,0,0,0,0,1.35,21.63,27.64,0,15.42,14.91,0,9.26,41.5,15.7,9.26,9,4697,651,small,299,10,25,Mid-Atlantic,40.1053748,-74.063421
Kennewick,Kennewick city,WA,Washington,5335275,United States,100c465e-1a71-4ed0-9126-caf278f02707,2021,44.068,37.458,42.372,66.454,47.588,48,59,17.39,9.77,19.72,0,0,14.75,2.44,3.98,1.06,4.77,11.85,0,4.54,22.6,33.52,13.37,0,24.12,3.66,14.02,562.3,247.2,20.7336,21,81479,458,medium,202,10,25,Pacific,46.1983313,-119.1736245
Carlsbad,Carlsbad city,CA,California,611194,United States,0efb4870-cad9-42b1-ab44-b2415cc7277e,2021,56.228,53.16,42.582,70.26,55.5575,56,91,29.77,18.67,32.72,0,0,22.48,13.39,3.39,0,20.75,27.84,7.88,13.23,24.49,50.56,40.53,0,34.41,5.27,21.23,966.7,235.9,28.0955,28,114253,292,medium,126,22,25,Pacific,33.1292841,-117.2841831
Schererville,Schererville town,IN,Indiana,1868220,United States,0ece5a8c-e76f-4615-ab60-f4aeedb5b7ab,2021,33.866,43.422,41.756,66.71,46.4385,46,47,12.45,8.63,6.33,0,0,7.48,9.49,0,0,9.36,6.61,0,5.98,4.63,19.63,15.93,0,17.9,0,7.94,20,290.8,15.6397,16,28590,590,small,263,3,30,Midwest,41.4851765,-87.443395
Akron,Akron city,OH,Ohio,3901000,United States,0ea0db34-1927-42d8-8cba-13a88f40d6b1,2021,54.63,52.254,46.296,74.922,57.0255,57,81,24.33,12.64,37.24,0,11.35,21.92,4.51,9.99,5.54,15.6,15.18,1,8.51,29.68,47.05,7.18,15.77,25.28,2.61,18.37,1304.3,543.9,26.1011,26,198051,342,medium,156,3,25,Midwest,41.0804559,-81.5214295
Solvang,Solvang city,CA,California,672576,United States,0e9fa584-03c5-4de1-a9db-c973bc8efc7e,2021,47.348,35,42.33,50.094,43.693,44,44,75.81,76.56,76.25,0,0,76.41,0,66.44,76.53,76.53,76.53,0,74.98,76.53,71.52,0,0,71.52,0,75.13,60.4,10.5,68.8426,69,5804,7,small,5,2,25,Pacific,34.5937578,-120.1396803
Fort Worth,Fort Worth city,TX,Texas,4827000,United States,0e323e50-475b-459e-997a-12fe4a36ad2a,2021,49.944,55.012,46.016,75.936,56.727,57,149,8.65,5.27,10.55,2.93,4.74,6.78,3.2,3.32,4.1,2.65,6.34,4.13,4.26,7.71,15.98,6.52,2.12,9.2,0.88,6.17,434.7,7441.1,16.2814,16,874401,563,large,62,4,30,South,32.7815183,-97.346746
Redwood City,Redwood City city,CA,California,660102,United States,0df5236d-09e0-4943-9b07-7c2f73e41bb3,2021,54.56,32.044,45.518,72.76,51.2205,51,53,46.65,28.41,60.54,28.21,0,33.95,34.27,30.59,10.6,25.18,56.73,43.25,35.22,50.48,69.93,41.02,4.88,43.55,1.31,35.13,349.5,92.7,38.3481,38,85784,127,medium,51,11,25,Pacific,37.5152736,-122.2136716
Burnaby,,BC,British Columbia,,Canada,0de019ed-f784-4617-b195-8d47651d6efb,2021,49.93,45,43.4,73.8,53.03,53,113,26.79,,49.77,15.59,22.18,36.37,31.31,36.91,12.72,44.24,55.13,20.03,33.71,57.68,70.92,37.59,33.86,49.99,42.89,40.62,363.7,810.6,43.102,43,232755,17,medium,9,1,31,Canada,49.2488,-122.9805
Hartford,Hartford city,CT,Connecticut,937000,United States,0d358031-af89-41c5-b7e3-b13fa4b29559,2021,49.786,25,48.076,73.718,49.145,49,78,18.94,7.24,44.23,1.33,23.02,22.75,10.84,0,20.32,8.01,3.55,17.71,10.58,1.47,43.39,0,12.25,31.41,3.3,14.93,268.3,220.7,21.773,22,123088,432,medium,191,4,25,New England,41.7659331,-72.6815789
St. Charles,St. Charles city,IL,Illinois,1766703,United States,0cecd796-d74d-4a8e-a504-ae4188784891,2021,53.704,41.388,41.666,71.296,52.0135,52,27,13.37,10.84,15.12,0,0,12.98,4.55,3.49,12.22,10.82,12.59,0,7.93,25.39,39.83,13.42,0,27.51,0,14.12,53.7,334.4,21.6987,22,32686,436,small,191,5,30,Midwest,41.9189392,-88.3114337
Dayton,Dayton city,OH,Ohio,3921000,United States,0c362817-2dda-42ca-9b46-6abe2500298d,2021,60.692,63.098,45.872,67.65,59.328,59,106,33.31,19.44,46.45,16.71,23.26,29.38,9.55,8.07,19.4,10.5,16.97,17.39,14.5,23.21,57.63,35.22,20.36,40.47,32.8,28.24,1069.5,404.7,34.4576,34,140569,182,medium,77,1,25,Midwest,39.7773943,-84.1996317
Jacksonville,Jacksonville city,FL,Florida,1235000,United States,0c0c0d85-9714-49e7-bd79-13c07dee13c0,2021,38.888,42.042,46.8,60.508,47.0595,47,207,19.14,12.85,18.73,7.1,11.08,13.98,11.64,12.9,9.01,8.07,15.77,9.28,11.56,29.4,27.83,28.2,6.66,22.67,1.47,16.01,772.5,9427.2,22.2199,22,890467,421,large,49,1,30,South,30.3368643,-81.6616028
Tustin,Tustin city,CA,California,680854,United States,0bcd15de-67d6-464e-a452-0a911c1549aa,2021,43,35.334,46.25,61,46.396,46,50,13.29,6.54,30.09,0,0,12.82,1.34,6.26,6.15,3.5,11.01,0,5.23,31.62,34.32,27.03,1.25,23.5,1.16,14.05,256.1,148.5,20.5192,21,79863,463,medium,205,31,25,Pacific,33.7309366,-117.8105925
Reading,Reading city,PA,Pennsylvania,4263624,United States,0bc33f87-77a0-4010-a0c8-df80a00d9eaf,2021,38.974,41.73,48.27,72.724,50.4245,50,65,21.04,7.96,45.81,16.71,0,20.49,1.49,20.11,1.32,2.07,0.89,0,3,0.32,48.35,18.36,0.99,26.01,0.52,11.88,246.2,101.1,19.5889,20,88232,482,medium,214,6,25,Mid-Atlantic,40.33922,-75.9262773
Chapel Hill,Chapel Hill town,NC,North Carolina,3711800,United States,0b75d293-01d6-438c-b47c-c0cbd9092770,2021,62.272,49.394,42.046,82.992,59.176,59,55,34.72,27.27,30.82,0,27.35,28.67,25.89,25.38,25.48,19.12,38.02,18.53,27.01,25.03,70.01,41.33,15.12,46.25,0,31.81,476.7,138.2,37.2832,37,60998,149,medium,61,2,35,South,35.9259424,-79.0382708
Las Vegas,Las Vegas city,NV,Nevada,3240000,United States,0b0d3a57-5ccc-4daf-bdb2-dda3dadb52bb,2021,47.282,47.04,48.138,73.626,54.0215,54,141,22.27,15.89,38.61,11.38,1.47,20.51,8.15,6.78,5.96,9.99,17.71,3.49,9.45,36,41.27,30.61,9.53,29.6,6.53,20.15,3254,1035.6,26.9243,27,634773,322,large,40,2,25,Mountain,36.2334989,-115.2640367
Altamonte Springs,,FL,Florida,1200950,United States,0ab8bd2d-4d1b-4f45-98e6-880d3df0e447,2021,0,0,0,0,0,0,0,9.06,8.77,6.59,13.77,0,8.44,0,0,4.01,0.16,8.16,0,5.2,7.06,11.17,12.35,5.51,10.17,0.22,6.7,16.2,272.3,6.7,7,43810,658,small,305,29,30,South,28.6610215,-81.3946805
Seattle,Seattle city,WA,Washington,5363000,United States,0a21d158-2faf-4e69-bca9-7c14c338a5e8,2021,59.334,62.494,45.208,72.726,59.9405,60,283,57.89,44.28,71.5,37.9,47.84,53.88,60.97,59.92,40.59,50.76,69.02,60.12,57.65,60.58,76.03,41.3,54.98,58.61,28.81,53.19,2943.9,923.7,54.5401,55,724305,29,large,4,1,25,Pacific,47.6193489,-122.3514706
Shawnee,Shawnee city,KS,Kansas,2064500,United States,0a097491-d291-4285-9e0b-568bcc2e6d2c,2021,38.584,46.826,44.006,70.804,50.055,50,73,18.66,13.4,25,0,0,19.2,2.13,7.9,5.35,8.39,15.45,18.65,9.79,1.46,38.03,18.93,9.15,24.13,0,14.63,143.4,709.1,21.715,22,65540,434,medium,192,5,30,Midwest,39.0174878,-94.8058011
Olympia,Olympia city,WA,Washington,5351300,United States,09dcdb61-794e-4e77-a5fd-0a67540230b7,2021,54.488,53.632,45.112,76.762,57.4985,57,78,35.99,24.1,44.84,20.36,13.34,28.83,25.63,24.95,11.93,14.27,42.44,29.86,26.52,25.94,62.59,38.95,24.4,44.77,14.42,29.24,467.1,145.5,34.8917,35,51534,178,medium,76,5,25,Pacific,47.0406042,-122.8950005
Lincoln,Lincoln city,NE,Nebraska,3128000,United States,098a1f9d-e32c-443b-b2db-04af83e05f9f,2021,65.03,61.16,43.006,77.752,61.737,62,168,37.12,28.03,47.74,18.82,33.1,35.02,27.63,9.55,22.11,26.27,37.9,24.7,26.71,21.99,63.32,56.82,31.06,52.98,14.79,31.38,2156.5,657.9,37.4514,37,283839,143,medium,59,1,25,Midwest,40.8089549,-96.6789437
Queens,Queens County,NY,New York,36081,United States,097e11f8-5a28-4970-9ca7-33e247f2e85e,2021,49.304,40.772,49.478,67.582,51.784,52,371,61.36,54.03,75.39,34.98,35.77,55.95,58.65,52.21,52.21,68,79.53,42.17,60.4,30.71,76.77,59.95,31.29,59.51,58.84,54.83,3286.9,1031.1,54.2208,54,2287388,30,large,5,3,25,Mid-Atlantic,40.7282,-73.7949
Herndon,Herndon town,VA,Virginia,5136648,United States,09780b76-e005-47f1-ac54-c806475bc84e,2021,55.952,50.854,42.56,72.322,55.422,55,42,15.48,10.21,29.73,0,0,19.97,2.41,5.7,4.98,9.1,38,1.85,12.74,29.31,54.62,10.23,1.83,25.89,4.53,17.82,93.8,47.3,25.3404,25,24532,356,small,149,14,25,South,38.9704119,-77.3870725
Southlake,,TX,Texas,4869032,United States,09389a38-bf04-4b42-872a-5adc135b919b,2021,0,0,0,0,0,0,0,20.79,16.09,22.51,0,0,19.3,9.52,13.75,11.17,4.06,18.5,0,10.54,15.36,29.92,1.96,0,16.87,0,13.92,38,427.4,13.92,14,31292,621,small,278,2,30,South,32.9544929,-97.1488671
Summit,Summit city,NJ,New Jersey,3471430,United States,08f99ff9-9194-471c-9a5e-7fb0684f4aab,2021,52.688,22.58,40.726,69.892,46.4715,46,31,34.88,32.81,49.49,0,0,41.15,45.42,0,42.06,29.03,51.46,0,33.26,0.76,56.64,0,7.8,37.86,35.8,31.28,138.1,49.7,34.3183,34,21913,185,small,84,2,25,Mid-Atlantic,40.7156222,-74.3646841
Tupelo,,MS,Mississippi,2874840,United States,08f50ee8-9d16-418d-ada2-8bc6d1f995b8,2021,0,0,0,0,0,0,0,61.85,42.14,38.87,0,0,40.51,0,0,2.86,11.83,31.79,30.95,20.49,15.91,39,0,0,39,30.74,34.33,607.9,229.3,34.33,34,38271,184,small,83,1,25,South,34.270604,-88.732455
Little Rock,Little Rock city,AR,Arkansas,541000,United States,08d49c84-e509-4276-8abf-93625636b8ce,2021,45.924,55.888,45.244,70.38,54.359,54,92,13.64,8.83,16.37,1.66,6.42,10.27,3.76,5.99,4.6,6.68,8.61,1.95,5.38,19.82,21.15,18.22,3.24,15.65,2.98,10.94,200.6,2491.4,19.6238,20,197958,480,medium,213,5,30,South,34.7254318,-92.358556
